True Values,Predictions,error,close,open,gap_open,day_of_week,week_of_year,month_of_year,Mar Up,Mar Down,Pred Up,Pred Down,Results
10335.3,10405.557,-70.257,10335.3,10405.85,153.3,0,43,10,0,1,0,1,1
8730.65,8731.442,-0.792,8730.65,8733.1,33.7,3,6,2,0,1,0,1,1
14749.95,14742.40375,7.54625,14749.95,14729.15,-91.3,2,8,2,1,0,1,0,1
16577.75,16548.355,29.395,16577.75,16545.25,-60.2,1,33,8,1,0,1,0,1
10736.7,10745.53425,-8.83425,10736.7,10736.4,-22.95,4,23,6,1,0,1,0,1
9864.6,9866.41175,-1.81175,9864.6,9859.5,-26.85,2,35,8,1,0,1,0,1
8713.6,8722.44675,-8.84675,8713.6,8711.2,-33.95,2,39,9,1,0,1,0,1
19591.65,19552.5495,39.1005,19591.65,19565.6,-125.9,1,41,10,1,0,0,1,0
11433.35,11479.31775,-45.96775,11433.35,11478.7,117.1,2,19,5,0,1,1,0,0
16970.55,16976.25025,-5.70025,16970.55,16993.6,150.7,3,39,9,0,1,0,1,1
9956.6,9981.41125,-24.81125,9956.6,9984.15,79.8,0,36,9,0,1,0,1,1
8176.5,8218.19575,-41.69575,8176.5,8232.45,11.3,3,20,5,0,1,0,1,1
18089.8,18081.48175,8.31825,18089.8,18084.75,-22.15,2,52,12,1,0,0,1,0
7253,7276.19075,-23.19075,7253,7260.45,40.2,2,6,2,0,1,1,0,0
7733,7748.94675,-15.94675,7733,7737.4,-22.5,1,21,5,0,1,1,0,0
8576.85,8583.639,-6.789,8576.85,8607.1,-5.3,3,43,10,0,1,0,1,1
12125.05,12098.286,26.764,12125.05,12079.1,18.8,1,2,1,1,0,1,0,1
17394.4,17465.8325,-71.4325,17394.4,17443.8,25.2,4,10,3,0,1,1,0,0
8280.25,8255.84425,24.40575,8280.25,8258.35,9.25,2,43,10,1,0,0,1,0
15875.9,15842.45475,33.44525,15875.9,15855.4,127.4,3,27,7,1,0,0,1,0
9216.25,9223.77,-7.52,9216.25,9234.05,21.1,3,19,5,0,1,0,1,1
17267.7,17295.18,-27.48,17267.7,17287.2,-28.95,4,40,10,0,1,1,0,0
9971.45,9997.1035,-25.6535,9971.45,9996.55,-6.4,4,30,7,0,1,1,0,0
17932.7,17955.9285,-23.2285,17932.7,17965.55,117.85,0,8,2,0,1,0,1,1
10801.55,10842.444,-40.894,10801.55,10816.15,-36.2,1,24,6,0,1,1,0,0
14103.4,14046.9015,56.4985,14103.4,14104.35,-39.3,0,1,1,0,1,0,1,1
17357.6,17387.89525,-30.29525,17357.6,17349.25,-43.65,2,31,8,1,0,1,0,1
10152.6,10149.51075,3.08925,10152.6,10160.95,21.4,2,38,9,0,1,0,1,1
9909.6,9866.04975,43.55025,9909.6,9880.85,-114.25,1,23,6,1,0,0,1,0
11465.8,11473.3705,-7.5705,11465.8,11464.95,-6.6,2,42,10,1,0,1,0,1
16515.1,16565.832,-50.732,16515.1,16523.55,-86.25,3,29,7,0,1,1,0,0
7821.2,7810.20625,10.99375,7821.2,7828.9,65.85,4,51,12,0,1,0,1,1
17860.3,17796.2915,64.0085,17860.3,17847.55,4.2,4,6,2,1,0,0,1,0
18038,18062.17025,-24.17025,18038,18044.45,-22.05,1,37,9,0,1,1,0,0
10222.7,10204.687,18.013,10222.7,10216.25,-20.1,3,10,3,1,0,0,1,0
11363.75,11340.288,23.462,11363.75,11354.4,-3.95,4,36,9,1,0,0,1,0
15867.4,15839.37575,28.02425,15867.4,15860.5,113.3,1,30,7,1,0,0,1,0
17871.6,17895.66825,-24.06825,17871.6,17896.6,-126.6,2,7,2,0,1,0,1,1
10740.8,10742.2205,-1.4205,10740.8,10744.1,-47.85,3,8,2,0,1,0,1,1
16918.45,16868.421,50.029,16918.45,16847.95,-232.65,1,8,2,1,0,1,0,1
8143.5,8179.6335,-36.1335,8143.5,8205.65,111.2,2,46,11,0,1,0,1,1
10964.55,10946.4485,18.1015,10964.55,10963.5,-48.45,4,29,7,1,0,0,1,0
17172.35,17120.657,51.693,17172.35,17177.45,34.7,2,12,3,0,1,0,1,1
11047.35,11037.59675,9.75325,11047.35,11024.85,-24.25,2,10,3,1,0,1,0,1
8771.5,8800.4535,-28.9535,8771.5,8789.15,75.2,2,6,2,0,1,1,0,0
9924.85,9942.8475,-17.9975,9924.85,9945.55,41.7,3,33,8,0,1,0,1,1
11353.9,11314.28775,39.61225,11353.9,11334.85,22.65,3,33,8,1,0,0,1,0
16172.4,16133.789,38.611,16172.4,16151.4,-130,0,29,7,1,0,0,1,0
16446.4,16433.8075,12.5925,16446.4,16475.35,-167.4,2,30,7,0,1,0,1,1
12081.2,12083.106,-1.906,12081.2,12100.4,133.95,4,5,1,0,1,0,1,1
10886.6,10882.30425,4.29575,10886.6,10879.7,51.3,1,7,2,1,0,1,0,1
15670.95,15696.7915,-25.8415,15670.95,15655.55,-33.35,3,22,6,1,0,1,0,1
11013.55,10960.67575,52.87425,11013.55,10986.8,-94.55,4,37,9,1,0,0,1,0
18478.7,18538.573,-59.873,18478.7,18528.45,30.05,4,47,11,0,1,1,0,0
11135.1,11111.26475,23.83525,11135.1,11079.35,-45.35,0,5,1,1,0,1,0,1
24769.3,24839.0355,-69.7355,24769.3,24853.8,327.95,4,29,7,0,1,0,1,1
8160.8,8181.89875,-21.09875,8160.8,8195.25,6.2,1,1,1,0,1,0,1,1
21952.6,21952.64525,-0.04525,21952.6,21935.2,-106.85,3,9,2,1,0,1,0,1
11103.45,11116.547,-13.097,11103.45,11164.4,189.7,0,39,9,0,1,0,1,1
9200.5,9196.83825,3.66175,9200.5,9220.6,-22.4,0,14,4,0,1,0,1,1
10736.6,10736.54325,0.05675,10736.6,10757.9,43.6,1,19,5,0,1,0,1,1
10465.75,10471.63375,-5.88375,10465.75,10464.85,-68.5,3,21,5,1,0,1,0,1
7866.6,7914.5945,-47.9945,7866.6,7919.15,-41.1,3,35,8,0,1,0,1,1
11049.45,10999.70425,49.74575,11049.45,11019.85,-59.2,0,30,7,1,0,0,1,0
10175.25,10180.8445,-5.5945,10175.25,10181.15,154.9,1,24,6,0,1,0,1,1
16781.05,16720.264,60.786,16781.05,16774.85,-147.2,3,30,7,1,0,0,1,0
8353.95,8374.8435,-20.8935,8353.95,8377.45,-3.65,1,26,6,0,1,0,1,1
10886.2,10898.10775,-11.90775,10886.2,10883.8,-57.2,4,36,9,1,0,1,0,1
17306.65,17282.95625,23.69375,17306.65,17283.2,-36.3,1,50,12,1,0,0,1,0
19632.1,19658.97425,-26.87425,19632.1,19666.35,-76.15,0,31,7,0,1,0,1,1
9879.35,9907.132,-27.782,9879.35,9913.3,26.6,4,28,7,0,1,0,1,1
10357.2,10366.57875,-9.37875,10357.2,10364.9,24.9,1,44,10,0,1,1,0,0
9066.85,9046.443,20.407,9066.85,9047.2,19.55,2,12,3,1,0,0,1,0
8167.8,8175.11475,-7.31475,8167.8,8196.75,69.05,3,41,10,0,1,0,1,1
21255.5,21220.5585,34.9415,21255.5,21295.85,-36.5,4,51,12,0,1,0,1,1
22493.85,22434.34175,59.50825,22493.85,22455,-14.05,0,14,4,1,0,0,1,0
8015.3,7979.6005,35.6995,8015.3,7990.8,-23.7,1,47,11,1,0,0,1,0
14222.1,14229.812,-7.712,14222.1,14253.75,105.3,3,1,1,0,1,0,1,1
19159.6,19271.94375,-112.34375,19159.6,19232.95,146.4,1,44,10,0,1,1,0,0
8360.4,8344.00975,16.39025,8360.4,8364.85,29.7,3,28,7,0,1,0,1,1
17460.35,17482.66875,-22.31875,17460.35,17463.1,99.1,3,31,8,0,1,1,0,0
17482.8,17534.51275,-51.71275,17482.8,17554.1,-32.85,3,6,2,0,1,0,1,1
15228.45,15203.1525,25.2975,15228.45,15238.7,118.5,3,7,2,0,1,0,1,1
13907.85,13989.846,-81.996,13907.85,13946.6,285.8,4,4,1,0,1,1,0,0
19800.55,19742.9205,57.6295,19800.55,19767,-41.5,2,41,10,1,0,0,1,0
11284.75,11304.706,-19.956,11284.75,11306.05,48.05,3,10,3,0,1,0,1,1
24364.65,24370.66375,-6.01375,24364.65,24369.95,65.3,3,27,7,0,1,1,0,0
19522.45,19539.6725,-17.2225,19522.45,19521.85,-24.75,3,40,10,1,0,1,0,1
16274.75,16261.9225,12.8275,16274.75,16290.95,99.3,0,21,5,0,1,0,1,1
11400.6,11416.931,-16.331,11400.6,11423.15,34.05,1,32,8,0,1,0,1,1
14680.45,14732.448,-51.998,14680.45,14754.9,-28.7,2,5,2,0,1,0,1,1
7776.15,7814.1265,-37.9765,7776.15,7811.1,-56.75,0,38,9,0,1,1,0,0
10428.85,10400.927,27.923,10428.85,10389.5,-35.7,1,11,3,1,0,1,0,1
21793.1,21829.42275,-36.32275,21793.1,21825.2,-113.6,1,6,2,0,1,1,0,0
22376.65,22443.23675,-66.58675,22376.65,22415.25,-50.3,4,20,5,0,1,1,0,0
10225.2,10235.3265,-10.1265,10225.2,10227.65,-10.7,1,42,10,0,1,1,0,0
18855.85,18879.08775,-23.23775,18855.85,18849.4,-12.7,2,25,6,1,0,1,0,1
11699.1,11640.2745,58.8255,11699.1,11657.15,67.25,1,43,10,1,0,0,1,0
17237.6,17287.56175,-49.96175,17237.6,17279.85,39.5,1,6,2,0,1,1,0,0
24216.55,24224.40175,-7.85175,24216.55,24302.85,251.05,0,32,8,0,1,0,1,1
14937.55,14974.059,-36.509,14937.55,14928.25,-21.15,0,19,5,1,0,1,0,1
16257.7,16228.83875,28.86125,16257.7,16187.05,-142.25,1,29,7,1,0,1,0,1
18084.25,18062.36225,21.88775,18084.25,18053.4,-74.5,4,44,11,1,0,1,0,1
8625.8,8590.3515,35.4485,8625.8,8605.45,-50.55,4,32,8,1,0,0,1,0
14546.5,14583.83225,-37.33225,14546.5,14604.15,-30.85,2,18,5,0,1,0,1,1
8523.75,8547.18225,-23.43225,8523.75,8540,-2.15,1,45,11,0,1,1,0,0
9597.65,9625.3895,-27.7395,9597.65,9595.45,17.45,4,24,6,1,0,1,0,1
11045.6,11051.72675,-6.12675,11045.6,11060.2,76.75,2,29,7,0,1,0,1,1
11746.05,11782.7875,-36.7375,11746.05,11777.55,436.5,0,36,8,0,1,1,0,0
24995.35,25011.69375,-16.34375,24995.35,24999.4,-52.7,1,37,9,0,1,1,0,0
17394.6,17377.10425,17.49575,17394.6,17379.25,62.25,3,40,10,1,0,0,1,0
15709.4,15696.9385,12.4615,15709.4,15648.3,-33.4,3,24,6,1,0,1,0,1
17965.75,17935.99875,29.75125,17965.75,17947.95,114.95,2,44,11,1,0,0,1,0
8053.25,8035.19825,18.05175,8053.25,8030.6,-74.5,3,52,12,1,0,1,0,1
15654.3,15692.68275,-38.38275,15654.3,15688.25,-8.8,4,27,7,0,1,1,0,0
16685.8,16672.95375,12.84625,16685.8,16691.95,141.55,2,33,8,0,1,0,1,1
11064,11031.46075,32.53925,11064,11058.3,77.25,3,37,9,1,0,0,1,0
8903.75,8965.77525,-62.02525,8903.75,8961.7,71.15,1,21,5,0,1,1,0,0
10879.75,10918.5955,-38.8455,10879.75,10930.9,31,0,7,2,0,1,0,1,1
17632.65,17718.72825,-86.07825,17632.65,17796.25,356.25,0,47,11,0,1,0,1,1
10475.75,10470.16875,5.58125,10475.75,10477.55,38,1,1,1,0,1,0,1,1
17671.8,17653.53675,18.26325,17671.8,17638.6,14.7,3,16,4,1,0,1,0,1
16941,16938.00575,2.99425,16941,16933.25,-418.6,1,7,2,1,0,1,0,1
17818.7,17834.6725,-15.9725,17818.7,17840.35,-81.5,1,7,2,0,1,0,1,1
10482.15,10508.062,-25.912,10482.15,10495.3,11.6,4,15,4,0,1,1,0,0
9089.65,9083.794,5.856,9089.65,9086.85,4.25,2,11,3,1,0,0,1,0
11870.6,11918.52575,-47.92575,11870.6,11890.3,-17.2,1,27,7,0,1,1,0,0
7866.5,7807.897,58.603,7866.5,7824.8,82.05,1,18,5,1,0,0,1,0
19378.95,19413.811,-34.861,19378.95,19406.6,21.05,1,27,7,0,1,1,0,0
11594.6,11619.809,-25.209,11594.6,11614.75,27.1,0,29,7,0,1,1,0,0
11039,10991.7935,47.2065,11039,11028.5,9.55,2,37,9,1,0,0,1,0
9233.25,9200.714,32.536,9233.25,9223.7,26.8,4,14,4,1,0,0,1,0
17916.85,17835.008,81.842,17916.85,17771.15,-229.5,2,37,9,1,0,1,0,1
